TransactionNativeID,Traveler Name,Department,Itinerary number,Transaction date,Booking Date,Transaction type,Domestic / International,Travel start date,Travel end date,Transaction amount,Booking Reference/PNR,Ticket number,Reason code,Booking method,Airline/Vendor,Traveler Group,Card Number,Flight,Origin city,Destination city,Class of service,Cabin type,Reason for travel,UserDefinedColumn1,UserDefinedColumn2,UserDefinedColumn3,UserDefinedColumn4,UserDefinedColumn5
1283,Employee Name106,,3112463099,12/4/2018,11/20/2018,Original,Domestic,12/4/2018,12/4/2018,217.6401634,HTKKR8,3112463099,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,GUANGZHOU,Y,,,,,,,
1284,Employee Name35,,7035287777,1/27/2018,1/4/2018,Original,Intercontinental,1/27/2018,2/10/2018,7731.31,BDKBVM,7035287777,,,LATAM AIRLINES GROUP,,,,LOS ANGELES,BUENOS AIRES,C,,,,,,,
1285,Employee Name9,,2675514214,10/4/2018,9/25/2018,Refund,Continental,10/4/2018,10/4/2018,-112.5992578,QI84GL,2675514214,,,LOT-POLISH AIRLINES,,,,VILNIUS,TALLINN,Q,,,,,,,
1286,Employee Name8,,7035287972,2/2/2018,1/5/2018,Original,Intercontinental,2/2/2018,2/2/2018,1217.91,XONRQM,7035287972,,,AVIANCA,,,,BOGOTA,LOS ANGELES,K,,,,,,,
1287,Employee Name142,,5365587411,4/22/2018,4/18/2018,Refund,Continental,4/22/2018,4/24/2018,-647.9986611,RS2EAF,5365587411,,,KOREAN AIR,,,,SEOUL,TAIPEI,Y,,,,,,,
1288,Employee Name24,,7229805174,12/14/2018,12/5/2018,Original,Intercontinental,12/14/2018,12/20/2018,9916.03,EVGKYJ,7229805174,,,SINGAPORE AIRLINES,,,,LOS ANGELES,SINGAPORE,Z,,,,,,,
1289,Employee Name106,,2763271827,8/21/2018,8/27/2018,Refund,Continental,8/21/2018,8/21/2018,-306.0075383,HXJ5QH,2763271827,,,CHINA EASTERN AIRLINES,,,,HONG KONG,SHANGHAI,Y,,,,,,,
1290,Employee Name132,,5107086057,3/1/2018,3/1/2018,Exchange,Intercontinental,3/1/2018,3/10/2018,0.23426004,CJXFPY,5107086057,,,AER LINGUS,,,,DUBLIN,LOS ANGELES,J,,,,,,,
1291,Employee Name8,,2527238250,7/15/2018,6/15/2018,Original,Continental,7/15/2018,7/15/2018,564.8006851,WTGGWZ,2527238250,,,SWISS,,,,LONDON,ZURICH,B,,,,,,,
1292,Employee Name8,,7140513082,6/9/2018,4/27/2018,Original,Intercontinental,6/9/2018,6/10/2018,6658.4,DVFEFP,7140513082,,,AIR FRANCE,,,,LOS ANGELES,PARIS,C,,,,,,,
1293,Employee Name11,,7055778329,4/17/2018,3/9/2018,Original,Domestic,4/17/2018,4/17/2018,1108.3,AAQVDS,7055778329,,,AMERICAN AIRLINES,,,,NEW YORK,LOS ANGELES,D,,,,,,,
1294,Employee Name30,,5600281487,3/4/2018,2/13/2018,Original,Intercontinental,3/4/2018,3/9/2018,9372.312037,COMKHL,5600281487,,,KLM-ROYAL DUTCH AIRLINES,,,,AMSTERDAM,LOS ANGELES,C,,,,,,,
1295,Employee Name36,,5952011076,6/21/2018,5/9/2018,Original,Continental,6/21/2018,6/21/2018,126.2017413,OZCIYD,5952011076,,,LOT-POLISH AIRLINES,,,,WARSAW,ZURICH,W,,,,,,,
1296,Employee Name120,,5103145157,7/1/2018,3/29/2018,Original,Intercontinental,7/1/2018,7/1/2018,492.805744,CRFEQN,5103145157,,,AIR FRANCE,,,,PARIS,PRAGUE,I,,,,,,,
1297,Employee Name106,,2761191427,8/8/2018,8/20/2018,Refund,Continental,8/8/2018,8/8/2018,-291.6931045,KZNWLV,2761191427,,,CATHAY PACIFIC AIRWAYS,,,,SHANGHAI,HONG KONG,M,,,,,,,
1298,Employee Name88,,2JU4CF,6/11/2018,5/29/2018,Original,Continental,6/11/2018,6/12/2018,131.2908624,PIHKEI,2JU4CF,,,AER LINGUS,,,,DUBLIN,LONDON,*,,,,,,,
1299,Employee Name150,,1337692558,10/17/2018,10/4/2018,Original,Continental,10/17/2018,10/18/2018,294.5169533,,1337692558,,,TAP AIR PORTUGAL,,,,LISBON,BARCELONA,A,,,,,,,
1300,Employee Name8,,2527238243,6/25/2018,6/14/2018,Original,Continental,6/25/2018,6/25/2018,127.0435313,RGXDBW,2527238243,,,SWISS,,,,ZURICH,AMSTERDAM,L,,,,,,,
1301,Employee Name120,,3012565458,6/4/2018,5/10/2018,Exchange,Intercontinental,6/4/2018,6/9/2018,233.9161583,UDRZOU,3012565458,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,LOS ANGELES,I,,,,,,,
1302,Employee Name104,,2777317555,12/16/2018,11/27/2018,Original,Intercontinental,12/16/2018,12/16/2018,676.782196,JR254A,2777317555,,,EGYPTAIR,,,,CAIRO,DUBAI,Z,,,,,,,
1303,Employee Name33,,5183058193,3/7/2018,2/16/2018,Original,Continental,3/7/2018,3/7/2018,114.662828,NRLKKR,5183058193,,,TAP AIR PORTUGAL,,,,BARCELONA,LISBON,T,,,,,,,
1304,Employee Name39,,7175773475,10/21/2018,8/27/2018,Original,Intercontinental,10/21/2018,10/22/2018,4543.9,RWSMFW,7175773475,,,AMERICAN AIRLINES,,,,LOS ANGELES,BUENOS AIRES,Y,,,,,,,
1305,Employee Name120,,2837770216,1/23/2019,1/4/2019,Original,Continental,1/23/2019,1/23/2019,2544.379929,LKKFHU,2837770216,,,CATHAY PACIFIC AIRWAYS,,,,TOKYO,HONG KONG,J,,,,,,,
1306,Employee Name104,,2577653889,6/11/2018,6/5/2018,Original,Intercontinental,6/11/2018,6/20/2018,4904.458916,TJPPQQ,2577653889,,,LUFTHANSA GERMAN AIRLINES,,,,RIYADH,TORONTO,P,,,,,,,
1307,Employee Name95,,2104285673,12/7/2018,11/30/2018,Exchange,Continental,12/7/2018,12/16/2018,79.58907104,CHLRMU,2104285673,,,AIR CANADA,,,,TORONTO,LOS ANGELES,P,,,,,,,
1308,Employee Name112,,2090464384,5/17/2018,5/2/2018,Original,Domestic,5/17/2018,5/17/2018,224.4862332,KZBTPJ,2090464384,,,AIR CHINA,,,,CHANGSHA,SHANGHAI,Y,,,,,,,
1309,Employee Name9,,2959097009,11/26/2018,10/31/2018,Original,Continental,11/26/2018,11/28/2018,303.7320983,LWYNV3,2959097009,,,AUSTRIAN AIRLINES,,,,VILNIUS,ZURICH,S,,,,,,,
1310,Employee Name102,,2628469292,11/26/2018,10/29/2018,Original,Continental,11/26/2018,11/28/2018,235.9628649,SWEARI,2628469292,,,AUSTRIAN AIRLINES,,,,VIENNA,ZURICH,T,,,,,,,
1311,Employee Name30,,2579377245,6/24/2018,5/25/2018,Original,Continental,6/24/2018,6/28/2018,306.2152023,EOOHYM,2579377245,,,AER LINGUS,,,,BRUSSELS,DUBLIN,E,,,,,,,
1312,Employee Name120,,5734181557,1/21/2018,1/15/2018,Original,Continental,1/21/2018,1/21/2018,485.332058,MUPHRM,5734181557,,,DRAGONAIR,,,,HONG KONG,HAIKOU,J,,,,,,,
1313,Employee Name120,,2678843212,11/5/2018,9/20/2018,Original,Intercontinental,11/5/2018,11/10/2018,5779.104598,MDGIOA,2678843212,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,LOS ANGELES,I,,,,,,,
1314,Employee Name120,,5103145158,7/5/2018,3/29/2018,Original,Intercontinental,7/5/2018,7/5/2018,370.8796852,CRFEQN,5103145158,,,HAHN AIR,,,,PRAGUE,ROME,I,,,,,,,
1315,Employee Name148,,1.31141E+13,2/20/2018,1/29/2018,Original,Domestic,2/20/2018,2/20/2018,372.9433392,TLU3AT,1.31141E+13,,,JAPAN AIRLINES,,,,TOKYO,FUKUOKA,Y,,,,,,,
1316,Employee Name8,,2671411865,2/27/2019,12/17/2018,Original,Continental,2/27/2019,3/10/2019,232.9312095,GBZXUD,2671411865,,,AIR FRANCE,,,,ZURICH,PARIS,G,,,,,,,
1317,Employee Name68,,7165498552,8/14/2018,7/20/2018,Original,Domestic,8/14/2018,8/17/2018,833.4,JRPGYT,7165498552,,,ALASKA AIRLINES,,,,SEATTLE,BOSTON,Q,,,,,,,
1318,Employee Name150,,EVDH5C,7/5/2018,7/3/2018,Original,Continental,7/5/2018,7/5/2018,82.84091461,,EVDH5C,,,EASYJET,,,,LISBON,ZURICH,Y,,,,,,,
1319,Employee Name68,,7243080355,1/31/2019,1/24/2019,Original,Domestic,1/31/2019,1/31/2019,237.3,FQDVLA,7243080355,,,ALASKA AIRLINES,,,,LOS ANGELES,SEATTLE,Q,,,,,,,
1320,Employee Name68,,7158364223,7/18/2018,6/27/2018,Original,Domestic,7/18/2018,7/20/2018,278.4,TZOZXL,7158364223,,,ALASKA AIRLINES,,,,SEATTLE,SAN FRANCISCO,T,,,,,,,
1321,Employee Name30,,3181850705,2/19/2019,1/23/2019,Original,Continental,2/19/2019,2/20/2019,309.7425183,UWLAZD,3181850705,,,KLM-ROYAL DUTCH AIRLINES,,,,AMSTERDAM,ZURICH,H,,,,,,,
1322,Employee Name24,,7137129159,5/24/2018,4/17/2018,Exchange,Domestic,5/24/2018,5/24/2018,674.55,RAYXFA,7137129159,,,DELTA AIR LINES,,,,BOSTON,LOS ANGELES,Y,,,,,,,
1323,Employee Name148,,1.31596E+12,8/8/2018,7/12/2018,Original,Continental,8/8/2018,8/11/2018,1514.120506,P89N3K,1.31596E+12,,,JAPAN AIRLINES,,,,TOKYO,HONG KONG,D,,,,,,,
1324,Employee Name8,,2671411569,12/3/2018,11/9/2018,Original,Continental,12/3/2018,12/3/2018,312.452164,RINURD,2671411569,,,AIR FRANCE,,,,PARIS,WARSAW,T,,,,,,,
1325,Employee Name128,,2648906540,8/23/2018,7/5/2018,Original,Intercontinental,8/23/2018,8/29/2018,6031.405369,QXEJLY,2648906540,,,SINGAPORE AIRLINES,,,,SINGAPORE,MUNICH,C,,,,,,,
1326,Employee Name75,,4932309739,5/29/2018,5/8/2018,Original,Continental,5/29/2018,5/30/2018,659.067177,YEGOBR,4932309739,,,SAS SCANDINAVIAN AIRLINES,,,,OSLO,ZURICH,W,,,,,,,
1327,Employee Name130,,5191029373,9/10/2018,8/22/2018,Original,Domestic,9/10/2018,9/10/2018,485.8130278,NUNWVF,5191029373,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BREMEN,Y,,,,,,,
1328,Employee Name104,,3185211584,1/18/2019,1/17/2019,Original,Intercontinental,1/18/2019,1/18/2019,901.1067495,T4QA54,3185211584,,,AIR CANADA,,,,PALM SPRINGS,TORONTO,P,,,,,,,
1329,Employee Name143,,5697403823,2/27/2018,2/9/2018,Original,Continental,2/27/2018,3/1/2018,230.8696454,JEXEWG,5697403823,,,TAROM ROMANIAN,,,,VIENNA,BUCHAREST,V,,,,,,,
1330,Employee Name68,,7148565918,6/17/2018,5/24/2018,Original,Continental,6/17/2018,6/19/2018,258.99,OROYOO,7148565918,,,ALASKA AIRLINES,,,,SEATTLE,VANCOUVER,K,,,,,,,
1331,Employee Name9,,5323872487,3/6/2018,3/5/2018,Original,Continental,3/6/2018,3/7/2018,229.3652356,L257LR,5323872487,,,LOT-POLISH AIRLINES,,,,VILNIUS,TALLINN,U,,,,,,,
1332,Employee Name8,,2671411567,12/7/2018,11/9/2018,Original,Continental,12/7/2018,12/9/2018,331.1313694,ZTVNKH,2671411567,,,AIR FRANCE,,,,ZURICH,PARIS,L,,,,,,,
1333,Employee Name3,,5637564061,5/23/2018,3/21/2018,Original,Continental,5/23/2018,5/23/2018,149.3737898,BOZOVB,5637564061,,,NORWEGIAN AIR SHUTTLE,,,,STOCKHOLM,ATHENS,L,,,,,,,
1334,Employee Name68,,7039677836,1/22/2018,1/18/2018,Exchange,Domestic,1/22/2018,1/24/2018,400.2,RBQIXG,7039677836,,,ALASKA AIRLINES,,,,SEATTLE,SAN FRANCISCO,S,,,,,,,
1335,Employee Name9,,2675514215,10/6/2018,9/25/2018,Refund,Continental,10/6/2018,10/6/2018,-151.9577318,QI84GL,2675514215,,,AIR BALTIC CORPORATION,,,,TALLINN,VILNIUS,A,,,,,,,
1336,Employee Name10,,3033386402,2/20/2019,12/31/2018,Original,Continental,2/20/2019,2/23/2019,259.5882078,BSOMSX,3033386402,,,MALAYSIA AIRLINES,,,,SINGAPORE,KOTA KINABALU,N,,,,,,,
1337,Employee Name82,,5374733018,6/19/2018,5/10/2018,Original,Continental,6/19/2018,6/22/2018,493.7297013,VQMZGO,5374733018,,,LOT-POLISH AIRLINES,,,,BUCHAREST,WARSAW,Q,,,,,,,
1338,Employee Name153,,5952011120,6/18/2018,5/15/2018,Original,Continental,6/18/2018,6/21/2018,443.4860555,GDWYCC,5952011120,,,SWISS,,,,ZURICH,WARSAW,L,,,,,,,
1339,Employee Name150,,1337692575,11/13/2018,11/5/2018,Original,Continental,11/13/2018,11/13/2018,130.8140738,,1337692575,,,TAP AIR PORTUGAL,,,,LISBON,BARCELONA,A,,,,,,,
1340,Employee Name104,,2578591200,7/7/2018,7/4/2018,Original,Continental,7/7/2018,7/13/2018,1018.833307,VXJVV2,2578591200,,,SAUDI ARABIAN AIRLINES,,,,RIYADH,DUBAI,I,,,,,,,
1341,Employee Name8,,2671411601,1/14/2019,11/13/2018,Original,Intercontinental,1/14/2019,1/19/2019,6524.137032,JIQDDY,2671411601,,,AIR FRANCE,,,,PARIS,LOS ANGELES,I,,,,,,,
1342,Employee Name153,,2527238383,7/11/2018,6/29/2018,Original,Continental,7/11/2018,7/12/2018,696.1379341,NLXAIR,2527238383,,,SWISS,,,,ZURICH,BUDAPEST,H,,,,,,,
1343,Employee Name131,,5745949300,3/5/2018,3/2/2018,Exchange,Intercontinental,3/5/2018,3/9/2018,3.21799315,FGXZYE,5745949300,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,D,,,,,,,
1344,Employee Name8,,2527238439,11/5/2018,9/26/2018,Refund,Intercontinental,11/5/2018,11/10/2018,-7157.876276,VBQIEK,2527238439,,,SWISS,,,,ZURICH,LOS ANGELES,Z,,,,,,,
1345,Employee Name150,,1337692563,10/18/2018,10/17/2018,Original,Continental,10/18/2018,10/18/2018,276.9139581,,1337692563,,,TAP AIR PORTUGAL,,,,BARCELONA,LISBON,Y,,,,,,,
1346,Employee Name130,,EWJCVW,2/11/2019,1/23/2019,Original,Domestic,2/11/2019,2/13/2019,153.3297403,UJRMOX,EWJCVW,,,EASYJET,,,,MUNICH,BERLIN,*,,,,,,,
1347,Employee Name12,,2671411952,1/30/2019,1/10/2019,Refund,Continental,1/30/2019,1/31/2019,-351.2795307,VXCEXU,2671411952,,,SWISS,,,,ZURICH,VIENNA,W,,,,,,,
1348,Employee Name108,,5697403785,1/30/2018,1/16/2018,Original,Continental,1/30/2018,2/2/2018,307.9620832,UTUEXI,5697403785,,,PJSC AEROFLOT,,,,VIENNA,MOSCOW,N,,,,,,,
1349,Employee Name130,,5745949538,5/15/2018,4/5/2018,Original,Continental,5/15/2018,5/17/2018,635.2613518,MZYZVI,5745949538,,,SWISS,,,,MUNICH,LONDON,V,,,,,,,
1350,Employee Name143,,5697403782,2/5/2018,2/1/2018,Refund,Intercontinental,2/5/2018,2/7/2018,-294.5314158,,5697403782,,,HAHN AIR,,,,BUCHAREST,TEL AVIV,N,,,,,,,
1351,Employee Name131,,5191029100,7/9/2018,6/28/2018,Original,Intercontinental,7/9/2018,7/14/2018,5685.871093,BOHZDY,5191029100,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,TOKYO,D,,,,,,,
1352,Employee Name131,,5191029006,8/13/2018,6/8/2018,Original,Intercontinental,8/13/2018,8/17/2018,5444.728249,RMRBRE,5191029006,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
1353,Employee Name34,,5358073587,8/2/2018,7/31/2018,Refund,Continental,8/2/2018,8/3/2018,-629.2652525,JSJBDK,5358073587,,,LOT-POLISH AIRLINES,,,,BUDAPEST,WARSAW,Z,,,,,,,
1354,Employee Name143,,5697403865,3/25/2018,3/23/2018,Original,Intercontinental,3/25/2018,3/27/2018,278.2392771,RKVGMA,5697403865,,,EL AL ISRAEL AIRLINES,,,,BUCHAREST,TEL AVIV,O,,,,,,,
1355,Employee Name18,,2059548356,6/25/2018,4/23/2018,Original,Intercontinental,6/25/2018,6/26/2018,3825.147239,AAACSP,2059548356,,,VIRGIN ATLANTIC,,,,LOS ANGELES,LONDON,C,,,,,,,
1356,Employee Name142,,2664739504,8/15/2018,8/6/2018,Original,Continental,8/15/2018,8/18/2018,496.9120479,OIZTBU,2664739504,,,KOREAN AIR,,,,SEOUL,TAIPEI,M,,,,,,,
1357,Employee Name144,,5357558371,9/21/2018,9/4/2018,Original,Continental,9/21/2018,9/21/2018,332.3915175,UKBWCD,5357558371,,,AIR FRANCE,,,,ZURICH,PARIS,U,,,,,,,
1358,Employee Name130,,5745949228,4/23/2018,2/20/2018,Original,Intercontinental,4/23/2018,4/28/2018,3853.254031,JULRUL,5745949228,,,EMIRATES,,,,MUNICH,SINGAPORE,I,,,,,,,
1359,Employee Name24,,7181666734,11/10/2018,9/14/2018,Original,Intercontinental,11/10/2018,11/18/2018,6144.21,BHYHLT,7181666734,,,KLM-ROYAL DUTCH AIRLINES,,,,LOS ANGELES,MILAN,I,,,,,,,
1360,Employee Name120,,2527259836,4/30/2018,4/27/2018,Original,Intercontinental,4/30/2018,5/4/2018,6057.983066,RIKOFZ,2527259836,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,LOS ANGELES,I,,,,,,,
1361,Employee Name3,,5637564119,6/19/2018,4/25/2018,Original,Continental,6/19/2018,6/19/2018,390.3989133,BOYUYN,5637564119,,,LOT-POLISH AIRLINES,,,,STOCKHOLM,WARSAW,H,,,,,,,
1362,Employee Name97,,2786743331,6/26/2018,6/25/2018,Original,Domestic,6/26/2018,6/26/2018,160.6844492,ASFMLC,2786743331,,,VIRGIN AUSTRALIA,,,,SYDNEY,CANBERRA,V,,,,,,,
1363,Employee Name97,,5335108322,3/11/2018,2/15/2018,Refund,Intercontinental,3/11/2018,3/23/2018,-4349.737638,RWPIAE,5335108322,,,VIRGIN AUSTRALIA,,,,SYDNEY,LOS ANGELES,D,,,,,,,
1364,Employee Name106,,3112463105,12/4/2018,12/6/2018,Refund,Domestic,12/4/2018,12/4/2018,-219.0883172,HTKKR8,3112463105,,,CHINA EASTERN AIRLINES,,,,GUANGZHOU,SHANGHAI,Y,,,,,,,
1365,Employee Name132,,3009871835,2/20/2019,1/29/2019,Original,Continental,2/20/2019,2/20/2019,311.85497,YPJHPN,3009871835,,,BRITISH AIRWAYS,,,,ZURICH,DUBLIN,L,,,,,,,
1366,Employee Name97,,2640789289,6/25/2018,6/21/2018,Refund,Domestic,6/25/2018,6/25/2018,-80.82196919,LFYKPM,2640789289,,,VIRGIN AUSTRALIA,,,,MELBOURNE,SYDNEY,Q,,,,,,,
1367,Employee Name113,,4974051289,2/6/2018,1/24/2018,Original,Continental,2/6/2018,2/7/2018,298.2205374,VZRHXO,4974051289,,,FINNAIR,,,,HELSINKI,STOCKHOLM,S,,,,,,,
1368,Employee Name39,,7148565979,8/5/2018,5/24/2018,Original,Continental,8/5/2018,8/5/2018,522.45,ROQYMK,7148565979,,,AEROMEXICO,,,,LOS ANGELES,MEXICO CITY,D,,,,,,,
1369,Employee Name25,,2678843227,9/22/2018,9/21/2018,Exchange,Intercontinental,9/22/2018,10/8/2018,393.2439973,BSPXZZ,2678843227,,,SINGAPORE AIRLINES,,,,HONG KONG,LOS ANGELES,Z,,,,,,,
1370,Employee Name131,,5191029655,11/5/2018,10/4/2018,Original,Intercontinental,11/5/2018,11/10/2018,5582.263669,OSNBOY,5191029655,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
1371,Employee Name12,,5952010368,3/21/2018,3/2/2018,Original,Continental,3/21/2018,3/22/2018,339.8024084,LTYSUS,5952010368,,,AUSTRIAN AIRLINES,,,,ZURICH,VIENNA,W,,,,,,,
1372,Employee Name8,,2671411795,12/10/2018,12/6/2018,Original,Continental,12/10/2018,12/10/2018,291.1766082,BIKAVL,2671411795,,,SWISS,,,,PARIS,ZURICH,P,,,,,,,
1373,Employee Name76,,5397909409,8/27/2018,6/27/2018,Original,Intercontinental,8/27/2018,8/31/2018,3301.516596,NHGMAY,5397909409,,,TURKISH AIRLINES,,,,ISTANBUL,MIAMI,K,,,,,,,
1374,Employee Name3,,5637564038,3/7/2018,3/5/2018,Original,Continental,3/7/2018,3/7/2018,205.4344648,TZUGDA,5637564038,,,FINNAIR,,,,HELSINKI,OSLO,S,,,,,,,
1375,Employee Name76,,5141935529,2/12/2018,2/1/2018,Original,Intercontinental,2/12/2018,2/16/2018,2397.121837,OF2PE5,5141935529,,,TURKISH AIRLINES,,,,ISTANBUL,RIYADH,C,,,,,,,
1376,Employee Name97,,2786743319,6/26/2018,6/20/2018,Original,Domestic,6/26/2018,6/26/2018,235.299723,MCAXKG,2786743319,,,QANTAS AIRWAYS,,,,SYDNEY,CANBERRA,V,,,,,,,
1377,Employee Name125,,3031549076,1/13/2019,12/18/2018,Original,Intercontinental,1/13/2019,1/17/2019,514.5668894,GAAPXX,3031549076,,,ROYAL AIR MAROC,,,,ALGIERS,CASABLANCA,B,,,,,,,
1378,Employee Name131,,5191029101,7/11/2018,6/28/2018,Original,Intercontinental,7/11/2018,7/11/2018,424.7467393,BOHZDY,5191029101,,,CHINA EASTERN AIRLINES,,,,TOKYO,SHANGHAI,R,,,,,,,
1379,Employee Name34,,1303977140,4/24/2018,3/29/2018,Original,Continental,4/24/2018,4/26/2018,619.3927094,VOOFZR,1303977140,,,SWISS,,,,BUDAPEST,ZURICH,H,,,,,,,
1380,Employee Name131,,5745949546,4/19/2018,4/27/2018,Refund,Intercontinental,4/19/2018,4/28/2018,-8368.672875,,5745949546,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,HONG KONG,J,,,,,,,
1381,Employee Name25,,2527259995,5/24/2018,5/24/2018,Exchange,Continental,5/24/2018,5/25/2018,185.6295439,CWIVNH,2527259995,,,JET AIRWAYS,,,,MUMBAI/BOMBAY,HYDERABAD,P,,,,,,,
1382,Employee Name97,,2640075984,5/29/2018,5/3/2018,Original,Domestic,5/29/2018,5/29/2018,196.8326998,ZOUISD,2640075984,,,VIRGIN AUSTRALIA,,,,SYDNEY,BRISBANE,M,,,,,,,
1383,Employee Name33,,3165179471,2/1/2019,1/28/2019,Original,Domestic,2/1/2019,2/1/2019,168.4594622,VUESNJ,3165179471,,,IBERIA,,,,BARCELONA,MADRID,Q,,,,,,,
1384,Employee Name137,,5637564010,4/18/2018,2/20/2018,Original,Continental,4/18/2018,4/19/2018,347.2781475,EQMWJX,5637564010,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,VILNIUS,W,,,,,,,
1385,Employee Name75,,4932309741,6/19/2018,5/8/2018,Original,Continental,6/19/2018,6/21/2018,134.9300601,SNCTND,4932309741,,,NORWEGIAN AIR SHUTTLE,,,,OSLO,WARSAW,T,,,,,,,
1386,Employee Name80,,5952010554,5/23/2018,3/21/2018,Original,Continental,5/23/2018,5/25/2018,619.4534587,UEDCJB,5952010554,,,SWISS,,,,ZURICH,ATHENS,H,,,,,,,
1387,Employee Name136,,7179904314,10/17/2018,9/8/2018,Original,Domestic,10/17/2018,10/19/2018,474.9,BVPNMG,7179904314,,,UNITED AIRLINES,,,,SAN FRANCISCO,BOSTON,L,,,,,,,
1388,Employee Name122,,2880373277,1/14/2019,11/21/2018,Original,Intercontinental,1/14/2019,1/19/2019,5524.300274,LZJYPI,2880373277,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
1389,Employee Name131,,5191029178,9/24/2018,9/4/2018,Refund,Intercontinental,9/24/2018,9/29/2018,-6216.716408,LCRMSY,5191029178,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
1390,Employee Name39,,5670275915,3/8/2018,1/22/2018,Original,Intercontinental,3/8/2018,3/16/2018,5950.840292,XKJATC,5670275915,,,SWISS,,,,ZURICH,LOS ANGELES,Z,,,,,,,
1391,Employee Name76,,5397615131,5/22/2018,5/3/2018,Original,Intercontinental,5/22/2018,5/24/2018,2747.630291,SYOFFV,5397615131,,,TURKISH AIRLINES,,,,ISTANBUL,JOHANNESBURG,D,,,,,,,
1392,Employee Name99,,4560660104,5/12/2018,5/8/2018,Exchange,Intercontinental,5/12/2018,5/19/2018,244.5512495,LWLUEZ,4560660104,,,TAM LINHAS AEREAS,,,,SAO PAULO,LONDON,I,,,,,,,
1393,Employee Name113,,4974051346,6/11/2018,4/11/2018,Original,Continental,6/11/2018,6/14/2018,439.8369212,OORPGS,4974051346,,,FINNAIR,,,,HELSINKI,LONDON,S,,,,,,,
1394,Employee Name131,,5191028876,6/10/2018,5/17/2018,Original,Intercontinental,6/10/2018,6/15/2018,7119.272745,UAEKXC,5191028876,,,UNITED AIRLINES,,,,MUNICH,LOS ANGELES,C,,,,,,,
1395,Employee Name39,,5670276029,3/13/2018,1/31/2018,Original,Continental,3/13/2018,3/15/2018,238.657553,PTTOST,5670276029,,,SWISS,,,,ZURICH,LONDON,T,,,,,,,
1396,Employee Name97,,5960796624,2/6/2018,1/24/2018,Original,Intercontinental,2/6/2018,2/10/2018,8364.222223,RLEWOT,5960796624,,,EMIRATES,,,,SYDNEY,AMSTERDAM,I,,,,,,,
1397,Employee Name68,,7174106311,9/4/2018,8/20/2018,Original,Domestic,9/4/2018,9/6/2018,394.01,HANFLN,7174106311,,,ALASKA AIRLINES,,,,SEATTLE,LOS ANGELES,L,,,,,,,
1398,Employee Name76,,2883588632,11/19/2018,11/15/2018,Exchange,Intercontinental,11/19/2018,11/21/2018,66.53016114,NW2T5B,2883588632,,,TURKISH AIRLINES,,,,ISTANBUL,BEIRUT,L,,,,,,,
1399,Employee Name124,,J5CG9S0000,1/24/2019,1/22/2019,Original,Domestic,1/24/2019,1/24/2019,96.16953708,Q7S34Z,J5CG9S0000,,,NOK AIR,,,,UBON RATCHATHANI,BANGKOK,Y,,,,,,,
1400,Employee Name123,,5189310365,9/15/2018,8/7/2018,Original,Intercontinental,9/15/2018,9/21/2018,3011.900566,VUMSFN,5189310365,,,TURKISH AIRLINES,,,,JOHANNESBURG,ISTANBUL,D,,,,,,,
1401,Employee Name39,,5952010831,4/30/2018,4/16/2018,Original,Intercontinental,4/30/2018,5/4/2018,5644.204339,EBGFKB,5952010831,,,SWISS,,,,ZURICH,LOS ANGELES,Z,,,,,,,
1402,Employee Name152,,2769570713,9/24/2018,9/6/2018,Original,Continental,9/24/2018,9/27/2018,312.7594249,PTTJHS,2769570713,,,BRUSSELS AIRLINES,,,,COPENHAGEN,BRUSSELS,S,,,,,,,
1403,Employee Name63,,2184833280,5/23/2018,5/11/2018,Original,Domestic,5/23/2018,5/23/2018,36.51454558,D41R6H,2184833280,,,HELITT LINEAS AEREAS,,,,ISTANBUL,ADANA,G,,,,,,,
1404,Employee Name97,,2640075855,6/30/2018,4/23/2018,Original,Intercontinental,6/30/2018,7/7/2018,8570.69847,XVLLGX,2640075855,,,SINGAPORE AIRLINES,,,,SYDNEY,PRAGUE,Z,,,,,,,
1405,Employee Name97,,2994787919,11/22/2018,11/8/2018,Exchange,Domestic,11/22/2018,11/24/2018,50.72293014,TLKEAP,2994787919,,,VIRGIN AUSTRALIA,,,,SYDNEY,MELBOURNE,V,,,,,,,
1406,Employee Name117,,2750648222,8/27/2018,7/27/2018,Original,Domestic,8/27/2018,8/28/2018,300.908701,XGYKGK,2750648222,,,PJSC AEROFLOT,,,,MOSCOW,KAZAN,L,,,,,,,
